"band","element_id","word"
"The Rolling Stones",1321,"wet"
"The Rolling Stones",1321,"sweat"
"The Rolling Stones",1321,"burn"
"The Rolling Stones",1321,"hell"
"The Rolling Stones",1321,"hours"
"The Rolling Stones",1321,"left"
"The Rolling Stones",1321,"dance"
"The Rolling Stones",1321,"dance"
"The Rolling Stones",1321,"sister"
"The Rolling Stones",1321,"dance"
"The Rolling Stones",1322,"drive"
"The Rolling Stones",1322,"close"
"The Rolling Stones",1322,"mind"
"The Rolling Stones",1322,"guy"
"The Rolling Stones",1322,"lose"
"The Rolling Stones",1322,"control"
"The Rolling Stones",1322,"dance"
"The Rolling Stones",1322,"dance"
"The Rolling Stones",1322,"fire"
"The Rolling Stones",1322,"dance"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1323,"sister"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1323,"sister"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1323,"sister"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1323,"sister"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1323,"sister"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1323,"sister"
"The Rolling Stones",1323,"dance"
"The Rolling Stones",1324,"jump"
"The Rolling Stones",1324,"africa"
"The Rolling Stones",1324,"step"
"The Rolling Stones",1324,"bold"
"The Rolling Stones",1324,"ah"
"The Rolling Stones",1324,"kickin"
"The Rolling Stones",1324,"blood"
"The Rolling Stones",1324,"run"
"The Rolling Stones",1324,"cold"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1325,"sister"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1325,"sister"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1325,"sister"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1325,"sister"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1325,"sister"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1325,"sister"
"The Rolling Stones",1325,"dance"
"The Rolling Stones",1326,"saturday"
"The Rolling Stones",1326,"night"
"The Rolling Stones",1326,"home"
"The Rolling Stones",1326,"bacchanal"
"The Rolling Stones",1326,"dawn"
"The Rolling Stones",1326,"dance"
"The Rolling Stones",1326,"sister"
"The Rolling Stones",1326,"dance"
"The Rolling Stones",1326,"dance"
"The Rolling Stones",1326,"dance"
"The Rolling Stones",1326,"sister"
"The Rolling Stones",1326,"dance"
"The Rolling Stones",1326,"sister"
"The Rolling Stones",1326,"dance"
"The Rolling Stones",1326,"sister"
"The Rolling Stones",1326,"dance"
"The Rolling Stones",1327,"graveyard"
"The Rolling Stones",1327,"tryst"
"The Rolling Stones",1327,"air"
"The Rolling Stones",1327,"smells"
"The Rolling Stones",1327,"sweet"
"The Rolling Stones",1327,"air"
"The Rolling Stones",1327,"smells"
"The Rolling Stones",1327,"sick"
"The Rolling Stones",1327,"smiles"
"The Rolling Stones",1327,"mouth"
"The Rolling Stones",1327,"twists"
"The Rolling Stones",1327,"breath"
"The Rolling Stones",1327,"lungs"
"The Rolling Stones",1327,"feels"
"The Rolling Stones",1327,"clinging"
"The Rolling Stones",1327,"thick"
"The Rolling Stones",1327,"called"
"The Rolling Stones",1327,"days"
"The Rolling Stones",1327,"gonna"
"The Rolling Stones",1327,"set"
"The Rolling Stones",1327,"free"
"The Rolling Stones",1327,"human"
"The Rolling Stones",1327,"skulls"
"The Rolling Stones",1327,"hangin"
"The Rolling Stones",1327,"round"
"The Rolling Stones",1327,"neck"
"The Rolling Stones",1327,"palms"
"The Rolling Stones",1327,"hands"
"The Rolling Stones",1327,"clammy"
"The Rolling Stones",1327,"wet"
"The Rolling Stones",1327,"lord"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"free"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"free"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"lord"
"The Rolling Stones",1327,"hand"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"poison"
"The Rolling Stones",1327,"glass"
"The Rolling Stones",1327,"slow"
"The Rolling Stones",1327,"fast"
"The Rolling Stones",1327,"bite"
"The Rolling Stones",1327,"snake"
"The Rolling Stones",1327,"sting"
"The Rolling Stones",1327,"spider"
"The Rolling Stones",1327,"drink"
"The Rolling Stones",1327,"belladonna"
"The Rolling Stones",1327,"toussaint"
"The Rolling Stones",1327,"night"
"The Rolling Stones",1327,"hiding"
"The Rolling Stones",1327,"corner"
"The Rolling Stones",1327,"york"
"The Rolling Stones",1327,"city"
"The Rolling Stones",1327,"lookin"
"The Rolling Stones",1327,"fourty"
"The Rolling Stones",1327,"west"
"The Rolling Stones",1327,"virginia"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"free"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"free"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"lord"
"The Rolling Stones",1327,"hand"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"night"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"lady"
"The Rolling Stones",1327,"black"
"The Rolling Stones",1327,"wearin"
"The Rolling Stones",1327,"black"
"The Rolling Stones",1327,"silk"
"The Rolling Stones",1327,"gloves"
"The Rolling Stones",1327,"black"
"The Rolling Stones",1327,"silk"
"The Rolling Stones",1327,"hat"
"The Rolling Stones",1327,"looked"
"The Rolling Stones",1327,"longin"
"The Rolling Stones",1327,"black"
"The Rolling Stones",1327,"velvet"
"The Rolling Stones",1327,"eyes"
"The Rolling Stones",1327,"gazed"
"The Rolling Stones",1327,"strange"
"The Rolling Stones",1327,"cunning"
"The Rolling Stones",1327,"wise"
"The Rolling Stones",1327,"flesh"
"The Rolling Stones",1327,"fall"
"The Rolling Stones",1327,"bones"
"The Rolling Stones",1327,"eyes"
"The Rolling Stones",1327,"skull"
"The Rolling Stones",1327,"burning"
"The Rolling Stones",1327,"coals"
"The Rolling Stones",1327,"lord"
"The Rolling Stones",1327,"mercy"
"The Rolling Stones",1327,"fire"
"The Rolling Stones",1327,"brimstone"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"lord"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"free"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"free"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"free"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1327,"dancin"
"The Rolling Stones",1328,"prince"
"The Rolling Stones",1328,"pauper"
"The Rolling Stones",1328,"beggar"
"The Rolling Stones",1328,"play"
"The Rolling Stones",1328,"game"
"The Rolling Stones",1328,"ev'ry"
"The Rolling Stones",1328,"flow'r"
"The Rolling Stones",1328,"bring"
"The Rolling Stones",1328,"dandelion"
"The Rolling Stones",1328,"lies"
"The Rolling Stones",1328,"dandelion"
"The Rolling Stones",1328,"wise"
"The Rolling Stones",1328,"laughs"
"The Rolling Stones",1328,"cries"
"The Rolling Stones",1328,"blow"
"The Rolling Stones",1328,"dandelion"
"The Rolling Stones",1328,"o'clock"
"The Rolling Stones",1328,"o'clock"
"The Rolling Stones",1328,"o'clock"
"The Rolling Stones",1328,"o'clock"
"The Rolling Stones",1328,"chimes"
"The Rolling Stones",1328,"dandelion"
"The Rolling Stones",1328,"care"
"The Rolling Stones",1328,"time"
"The Rolling Stones",1328,"dandelion"
"The Rolling Stones",1328,"lies"
"The Rolling Stones",1328,"dandelion"
"The Rolling Stones",1328,"wise"
"The Rolling Stones",1328,"laughs"
"The Rolling Stones",1328,"cries"
"The Rolling Stones",1328,"blow"
"The Rolling Stones",1328,"dandelion"
"The Rolling Stones",1328,"blow"
"The Rolling Stones",1328,"dandelion"
"The Rolling Stones",1329,"tho"
"The Rolling Stones",1329,"play"
"The Rolling Stones",1329,"dandelion"
"The Rolling Stones",1329,"game"
"The Rolling Stones",1329,"finished"
"The Rolling Stones",1329,"childlike"
"The Rolling Stones",1329,"prayers"
"The Rolling Stones",1329,"wear"
"The Rolling Stones",1330,"tinker"
"The Rolling Stones",1330,"tailor"
"The Rolling Stones",1330,"soldier"
"The Rolling Stones",1330,"sailors"
"The Rolling Stones",1330,"lives"
"The Rolling Stones",1330,"rich"
"The Rolling Stones",1330,"poor"
"The Rolling Stones",1330,"beautiful"
"The Rolling Stones",1330,"daughters"
"The Rolling Stones",1330,"wives"
"The Rolling Stones",1330,"dandelion"
"The Rolling Stones",1330,"lies"
"The Rolling Stones",1330,"dandelion"
"The Rolling Stones",1330,"wise"
"The Rolling Stones",1330,"laughs"
"The Rolling Stones",1330,"cries"
"The Rolling Stones",1330,"blow"
"The Rolling Stones",1330,"dandelion"
"The Rolling Stones",1330,"blow"
"The Rolling Stones",1330,"dandelion"
"The Rolling Stones",1331,"girls"
"The Rolling Stones",1331,"boys"
"The Rolling Stones",1331,"play"
"The Rolling Stones",1331,"bring"
"The Rolling Stones",1331,"dandelions"
"The Rolling Stones",1331,"blow"
"The Rolling Stones",1331,"dandelion"
"The Rolling Stones",1331,"lies"
"The Rolling Stones",1331,"dandelion"
"The Rolling Stones",1331,"wise"
"The Rolling Stones",1331,"laughs"
"The Rolling Stones",1331,"cries"
"The Rolling Stones",1331,"blow"
"The Rolling Stones",1331,"dandelion"
"The Rolling Stones",1331,"blow"
"The Rolling Stones",1331,"dandelion"
"The Rolling Stones",1332,"doctor"
"The Rolling Stones",1332,"damaged"
"The Rolling Stones",1332,"pain"
"The Rolling Stones",1332,"heart"
"The Rolling Stones",1332,"sleepin"
"The Rolling Stones",1332,"beatin"
"The Rolling Stones",1332,"ya"
"The Rolling Stones",1332,"tear"
"The Rolling Stones",1332,"preserve"
"The Rolling Stones",1332,"jar"
"The Rolling Stones",1333,"mama"
"The Rolling Stones",1333,"sickning"
"The Rolling Stones",1333,"day"
"The Rolling Stones",1333,"plunge"
"The Rolling Stones",1333,"gal"
"The Rolling Stones",1333,"marry"
"The Rolling Stones",1333,"bow"
"The Rolling Stones",1333,"legged"
"The Rolling Stones",1333,"sow"
"The Rolling Stones",1333,"soakin"
"The Rolling Stones",1333,"drink"
"The Rolling Stones",1333,"sponge"
"The Rolling Stones",1334,"ya"
"The Rolling Stones",1334,"worry"
"The Rolling Stones",1334,"dressed"
"The Rolling Stones",1334,"cried"
"The Rolling Stones",1334,"mother"
"The Rolling Stones",1334,"plied"
"The Rolling Stones",1334,"bourbon"
"The Rolling Stones",1334,"sour"
"The Rolling Stones",1334,"pull"
"The Rolling Stones",1334,"socks"
"The Rolling Stones",1334,"suit"
"The Rolling Stones",1334,"comb"
"The Rolling Stones",1334,"hair"
"The Rolling Stones",1334,"wed"
"The Rolling Stones",1334,"hour"
"The Rolling Stones",1335,"doctor"
"The Rolling Stones",1335,"damaged"
"The Rolling Stones",1335,"pain"
"The Rolling Stones",1335,"heart"
"The Rolling Stones",1335,"sleepin"
"The Rolling Stones",1335,"beatin"
"The Rolling Stones",1335,"ya"
"The Rolling Stones",1335,"tear"
"The Rolling Stones",1335,"preserve"
"The Rolling Stones",1335,"jar"
"The Rolling Stones",1336,"ohh"
"The Rolling Stones",1336,"doctor"
"The Rolling Stones",1336,"damaged"
"The Rolling Stones",1336,"pain"
"The Rolling Stones",1336,"heart"
"The Rolling Stones",1336,"sleepin"
"The Rolling Stones",1336,"beatin"
"The Rolling Stones",1336,"ya"
"The Rolling Stones",1336,"tear"
"The Rolling Stones",1336,"preserve"
"The Rolling Stones",1336,"jar"
"The Rolling Stones",1337,"tremblin"
"The Rolling Stones",1337,"jacket"
"The Rolling Stones",1337,"creases"
"The Rolling Stones",1337,"sharp"
"The Rolling Stones",1337,"knife"
"The Rolling Stones",1337,"ring"
"The Rolling Stones",1337,"pocket"
"The Rolling Stones",1337,"note"
"The Rolling Stones",1337,"heart"
"The Rolling Stones",1337,"jumped"
"The Rolling Stones",1337,"jumped"
"The Rolling Stones",1337,"mouth"
"The Rolling Stones",1338,"read"
"The Rolling Stones",1338,"darlin"
"The Rolling Stones",1338,"hurt"
"The Rolling Stones",1338,"courage"
"The Rolling Stones",1338,"speak"
"The Rolling Stones",1338,"virginia"
"The Rolling Stones",1338,"cousin"
"The Rolling Stones",1338,"lou"
"The Rolling Stones",1338,"wedding"
"The Rolling Stones",1339,"doctor"
"The Rolling Stones",1339,"damaged"
"The Rolling Stones",1339,"heart"
"The Rolling Stones",1339,"hole"
"The Rolling Stones",1339,"mamma"
"The Rolling Stones",1339,"cryin"
"The Rolling Stones",1339,"tears"
"The Rolling Stones",1339,"relief"
"The Rolling Stones",1339,"pulse"
"The Rolling Stones",1339,"control"
"The Rolling Stones",1340,"mcdaniel"
"The Rolling Stones",1340,"fuqua"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"daddy"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"daddy"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"daddy"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"daddy"
"The Rolling Stones",1341,"baby"
"The Rolling Stones",1341,"pretty"
"The Rolling Stones",1341,"found"
"The Rolling Stones",1341,"knock"
"The Rolling Stones",1341,"dead"
"The Rolling Stones",1341,"city"
"The Rolling Stones",1341,"kissing"
"The Rolling Stones",1341,"baby"
"The Rolling Stones",1341,"night"
"The Rolling Stones",1341,"baby"
"The Rolling Stones",1341,"junior"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"daddy"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"daddy"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"diddley"
"The Rolling Stones",1341,"daddy"
"The Rolling Stones",1342,"baby"
"The Rolling Stones",1342,"baby"
"The Rolling Stones",1342,"understand"
"The Rolling Stones",1342,"jimmy"
"The Rolling Stones",1342,"half"
"The Rolling Stones",1342,"roy"
"The Rolling Stones",1342,"cool"
"The Rolling Stones",1342,"cold"
"The Rolling Stones",1342,"junker"
"The Rolling Stones",1342,"gonna"
"The Rolling Stones",1342,"wreck"
"The Rolling Stones",1342,"soul"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"daddy"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"daddy"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"daddy"
"The Rolling Stones",1342,"orphan"
"The Rolling Stones",1342,"babies"
"The Rolling Stones",1342,"lying"
"The Rolling Stones",1342,"bed"
"The Rolling Stones",1342,"bigger"
"The Rolling Stones",1342,"talked"
"The Rolling Stones",1342,"jimmy"
"The Rolling Stones",1342,"love"
"The Rolling Stones",1342,"jimmy"
"The Rolling Stones",1342,"heart"
"The Rolling Stones",1342,"jimmy"
"The Rolling Stones",1342,"woke"
"The Rolling Stones",1342,"tore"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"daddy"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"daddy"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"diddley"
"The Rolling Stones",1342,"daddy"
"The Rolling Stones",1343,"baby"
"The Rolling Stones",1343,"baby"
"The Rolling Stones",1343,"hear"
"The Rolling Stones",1343,"scene"
"The Rolling Stones",1343,"wanna"
"The Rolling Stones",1343,"love"
"The Rolling Stones",1343,"love"
"The Rolling Stones",1343,"baby"
"The Rolling Stones",1343,"heart"
"The Rolling Stones",1343,"diddley"
"The Rolling Stones",1343,"diddley"
"The Rolling Stones",1343,"diddley"
"The Rolling Stones",1343,"diddley"
"The Rolling Stones",1343,"daddy"
"The Rolling Stones",1343,"diddley"
"The Rolling Stones",1343,"diddley"
"The Rolling Stones",1343,"diddley"
"The Rolling Stones",1343,"diddley"
"The Rolling Stones",1343,"daddy"
"The Rolling Stones",1343,"bick"
"The Rolling Stones",1343,"yeah"
"The Rolling Stones",1344,"living"
"The Rolling Stones",1344,"sitting"
"The Rolling Stones",1344,"sun"
"The Rolling Stones",1344,"sit"
"The Rolling Stones",1344,"ass"
"The Rolling Stones",1344,"till"
"The Rolling Stones",1344,"lazy"
"The Rolling Stones",1344,"mother"
"The Rolling Stones",1344,"hands"
"The Rolling Stones",1344,"clean"
"The Rolling Stones",1344,"pull"
"The Rolling Stones",1344,"strings"
"The Rolling Stones",1344,"clout"
"The Rolling Stones",1344,"filthy"
"The Rolling Stones",1344,"living"
"The Rolling Stones",1344,"mouth"
"The Rolling Stones",1344,"pushing"
"The Rolling Stones",1344,"buttons"
"The Rolling Stones",1344,"free"
"The Rolling Stones",1345,"dirty"
"The Rolling Stones",1345,"loser"
"The Rolling Stones",1345,"jerk"
"The Rolling Stones",1345,"dumb"
"The Rolling Stones",1345,"ass"
"The Rolling Stones",1345,"free"
"The Rolling Stones",1345,"dirty"
"The Rolling Stones",1345,"loser"
"The Rolling Stones",1345,"jerk"
"The Rolling Stones",1345,"greaseball"
"The Rolling Stones",1345,"yeah"
"The Rolling Stones",1346,"beginning"
"The Rolling Stones",1346,"angry"
"The Rolling Stones",1346,"beginning"
"The Rolling Stones",1346,"hate"
"The Rolling Stones",1346,"user"
"The Rolling Stones",1346,"user"
"The Rolling Stones",1346,"gonna"
"The Rolling Stones",1346,"shake"
"The Rolling Stones",1347,"dirty"
"The Rolling Stones",1347,"grease"
"The Rolling Stones",1347,"baby"
"The Rolling Stones",1347,"roll"
"The Rolling Stones",1347,"sleeves"
"The Rolling Stones",1347,"baby"
"The Rolling Stones",1347,"dirty"
"The Rolling Stones",1347,"fucker"
"The Rolling Stones",1347,"jerk"
"The Rolling Stones",1347,"free"
"The Rolling Stones",1348,"fun"
"The Rolling Stones",1348,"blame"
"The Rolling Stones",1348,"trouble"
"The Rolling Stones",1349,"beginning"
"The Rolling Stones",1349,"angry"
"The Rolling Stones",1349,"beginning"
"The Rolling Stones",1349,"hate"
"The Rolling Stones",1349,"user"
"The Rolling Stones",1349,"hate"
"The Rolling Stones",1349,"push"
"The Rolling Stones",1349,"crazy"
"The Rolling Stones",1350,"free"
"The Rolling Stones",1350,"dirty"
"The Rolling Stones",1350,"free"
"The Rolling Stones",1350,"dirty"
"The Rolling Stones",1350,"dirty"
"The Rolling Stones",1350,"pushing"
"The Rolling Stones",1350,"harder"
"The Rolling Stones",1350,"pushing"
"The Rolling Stones",1350,"harder"
"The Rolling Stones",1351,"wood"
"The Rolling Stones",1351,"aka"
"The Rolling Stones",1351,"yellow"
"The Rolling Stones",1351,"cab"
"The Rolling Stones",1353,"care"
"The Rolling Stones",1353,"bout"
"The Rolling Stones",1353,"girl"
"The Rolling Stones",1353,"care"
"The Rolling Stones",1353,"bout"
"The Rolling Stones",1353,"girl"
"The Rolling Stones",1353,"subway"
"The Rolling Stones",1353,"train"
"The Rolling Stones",1353,"afternoon"
"The Rolling Stones",1353,"giants"
"The Rolling Stones",1353,"games"
"The Rolling Stones",1353,"freeway"
"The Rolling Stones",1353,"highway"
"The Rolling Stones",1353,"gimme"
"The Rolling Stones",1353,"break"
"The Rolling Stones",1353,"yellow"
"The Rolling Stones",1353,"cab"
"The Rolling Stones",1353,"outta"
"The Rolling Stones",1353,"rain"
"The Rolling Stones",1354,"care"
"The Rolling Stones",1354,"bout"
"The Rolling Stones",1354,"girl"
"The Rolling Stones",1354,"clothes"
"The Rolling Stones",1354,"wears"
"The Rolling Stones",1354,"change"
"The Rolling Stones",1354,"mind"
"The Rolling Stones",1354,"hair"
"The Rolling Stones",1354,"freeway"
"The Rolling Stones",1354,"train"
"The Rolling Stones",1354,"hangin"
"The Rolling Stones",1354,"52nd"
"The Rolling Stones",1354,"broad"
"The Rolling Stones",1354,"highway"
"The Rolling Stones",1354,"skyway"
"The Rolling Stones",1354,"ahhhh"
"The Rolling Stones",1354,"yellow"
"The Rolling Stones",1354,"cab"
"The Rolling Stones",1354,"ronnie"
"The Rolling Stones",1354,"outta"
"The Rolling Stones",1354,"rain"
"The Rolling Stones",1355,"yeah"
"The Rolling Stones",1355,"g'head"
"The Rolling Stones",1355,"job"
"The Rolling Stones",1355,"yeah"
"The Rolling Stones",1356,"highway"
"The Rolling Stones",1356,"train"
"The Rolling Stones",1356,"eatin"
"The Rolling Stones",1356,"pizza"
"The Rolling Stones",1356,"75th"
"The Rolling Stones",1356,"broadway"
"The Rolling Stones",1356,"subway"
"The Rolling Stones",1356,"biplane"
"The Rolling Stones",1356,"ahh"
"The Rolling Stones",1356,"tired"
"The Rolling Stones",1356,"shit"
"The Rolling Stones",1356,"yellow"
"The Rolling Stones",1356,"cab"
"The Rolling Stones",1356,"outta"
"The Rolling Stones",1356,"rain"
"The Rolling Stones",1357,"care"
"The Rolling Stones",1357,"bout"
"The Rolling Stones",1357,"girl"
"The Rolling Stones",1357,"care"
"The Rolling Stones",1357,"bout"
"The Rolling Stones",1357,"girl"
"The Rolling Stones",1357,"cares"
"The Rolling Stones",1357,"clothes"
"The Rolling Stones",1357,"wears"
"The Rolling Stones",1357,"care"
"The Rolling Stones",1357,"bout"
"The Rolling Stones",1357,"girl"
"The Rolling Stones",1357,"dyes"
"The Rolling Stones",1357,"hair"
"The Rolling Stones",1358,"song"
"The Rolling Stones",1358,"whooo"
"The Rolling Stones",1358,"whooo"
"The Rolling Stones",1359,"ohhh"
"The Rolling Stones",1359,"care"
"The Rolling Stones",1359,"bout"
"The Rolling Stones",1359,"woman"
"The Rolling Stones",1359,"care"
"The Rolling Stones",1359,"bout"
"The Rolling Stones",1359,"woman"
"The Rolling Stones",1359,"clothes"
"The Rolling Stones",1359,"wears"
"The Rolling Stones",1360,"bout"
"The Rolling Stones",1360,"girl"
"The Rolling Stones",1360,"whooo"
"The Rolling Stones",1360,"whooo"
"The Rolling Stones",1360,"alright"
"The Rolling Stones",1360,"whooo"
"The Rolling Stones",1361,"talk"
"The Rolling Stones",1361,"baby"
"The Rolling Stones",1361,"start"
"The Rolling Stones",1361,"heard"
"The Rolling Stones",1361,"lie"
"The Rolling Stones",1361,"lie"
"The Rolling Stones",1361,"mad"
"The Rolling Stones",1361,"evil"
"The Rolling Stones",1361,"kinds"
"The Rolling Stones",1361,"people"
"The Rolling Stones",1361,"stand"
"The Rolling Stones",1361,"lying"
"The Rolling Stones",1361,"woman"
"The Rolling Stones",1361,"cheating"
"The Rolling Stones",1361,"lie"
"The Rolling Stones",1361,"lie"
"The Rolling Stones",1361,"mad"
"The Rolling Stones",1361,"evil"
"The Rolling Stones",1361,"yeah"
"The Rolling Stones",1362,"love"
"The Rolling Stones",1362,"baby"
"The Rolling Stones",1362,"lie"
"The Rolling Stones",1362,"winter"
"The Rolling Stones",1362,"till"
"The Rolling Stones",1362,"runs"
"The Rolling Stones",1362,"dry"
"The Rolling Stones",1362,"lie"
"The Rolling Stones",1362,"lie"
"The Rolling Stones",1362,"mad"
"The Rolling Stones",1362,"shook"
"The Rolling Stones",1363,"talk"
"The Rolling Stones",1363,"baby"
"The Rolling Stones",1363,"start"
"The Rolling Stones",1363,"heard"
"The Rolling Stones",1363,"lie"
"The Rolling Stones",1363,"lie"
"The Rolling Stones",1363,"mad"
"The Rolling Stones",1363,"shook"
"The Rolling Stones",1364,"talk"
"The Rolling Stones",1364,"babe"
"The Rolling Stones",1364,"start"
"The Rolling Stones",1364,"heard"
"The Rolling Stones",1364,"lie"
"The Rolling Stones",1364,"lie"
"The Rolling Stones",1364,"cuz"
"The Rolling Stones",1364,"mad"
"The Rolling Stones",1364,"evil"
"The Rolling Stones",1365,"robinson"
"The Rolling Stones",1365,"white"
"The Rolling Stones",1366,"love"
"The Rolling Stones",1366,"running"
"The Rolling Stones",1366,"hiding"
"The Rolling Stones",1366,"else's"
"The Rolling Stones",1366,"hand"
"The Rolling Stones",1366,"mine"
"The Rolling Stones",1366,"gonna"
"The Rolling Stones",1366,"leave"
"The Rolling Stones",1366,"trouble"
"The Rolling Stones",1367,"walking"
"The Rolling Stones",1367,"dont"
"The Rolling Stones",1368,"lover"
"The Rolling Stones",1368,"fear"
"The Rolling Stones",1368,"faith"
"The Rolling Stones",1368,"love"
"The Rolling Stones",1368,"remembering"
"The Rolling Stones",1368,"hand"
"The Rolling Stones",1368,"mine"
"The Rolling Stones",1368,"gonna"
"The Rolling Stones",1368,"leave"
"The Rolling Stones",1368,"trouble"
"The Rolling Stones",1369,"walking"
"The Rolling Stones",1369,"dont"
"The Rolling Stones",1370,"bit"
"The Rolling Stones",1370,"lip"
"The Rolling Stones",1370,"drew"
"The Rolling Stones",1370,"blood"
"The Rolling Stones",1370,"warmed"
"The Rolling Stones",1370,"cold"
"The Rolling Stones",1370,"cold"
"The Rolling Stones",1370,"heart"
"The Rolling Stones",1370,"wrote"
"The Rolling Stones",1370,"boy"
"The Rolling Stones",1370,"nails"
"The Rolling Stones",1370,"sharp"
"The Rolling Stones",1370,"stop"
"The Rolling Stones",1370,"honey"
"The Rolling Stones",1370,"stop"
"The Rolling Stones",1370,"stop"
"The Rolling Stones",1370,"baby"
"The Rolling Stones",1370,"stop"
"The Rolling Stones",1371,"love"
"The Rolling Stones",1371,"screams"
"The Rolling Stones",1371,"passion"
"The Rolling Stones",1371,"hot"
"The Rolling Stones",1371,"summer"
"The Rolling Stones",1371,"night"
"The Rolling Stones",1371,"pepper"
"The Rolling Stones",1371,"poison"
"The Rolling Stones",1371,"darts"
"The Rolling Stones",1371,"twisted"
"The Rolling Stones",1371,"knife"
